Place_ID X Date,target
7647I73 X 2020-01-23,63.04
7647I73 X 2020-01-24,77.82
7647I73 X 2020-01-25,85.471
7647I73 X 2020-01-26,74.07
7647I73 X 2020-01-27,74.3
7647I73 X 2020-01-28,43.59
7647I73 X 2020-01-29,28.76
7647I73 X 2020-01-30,44.48
7647I73 X 2020-01-31,22.43
7647I73 X 2020-02-01,25.96
7647I73 X 2020-02-02,32.0
7647I73 X 2020-02-03,29.68
7647I73 X 2020-02-04,19.93
7647I73 X 2020-02-05,29.96
7647I73 X 2020-02-06,51.45
7647I73 X 2020-02-07,59.84
7647I73 X 2020-02-08,57.59
7647I73 X 2020-02-09,77.48
7647I73 X 2020-02-10,38.0
7647I73 X 2020-02-11,21.21
7647I73 X 2020-02-12,29.92
7647I73 X 2020-02-13,33.92
7647I73 X 2020-02-14,39.48
7647I73 X 2020-02-15,47.68
7647I73 X 2020-02-16,49.72
7647I73 X 2020-02-17,26.55
7647I73 X 2020-02-18,21.43
7647I73 X 2020-02-19,32.72
7647I73 X 2020-02-20,38.68
7647I73 X 2020-02-21,27.78
7647I73 X 2020-02-22,40.5
7647I73 X 2020-02-23,23.05
7647I73 X 2020-02-24,34.81
7647I73 X 2020-02-25,26.1
7647I73 X 2020-02-26,24.09
7647I73 X 2020-02-27,31.64
7647I73 X 2020-02-28,36.03
7647I73 X 2020-02-29,49.3
7647I73 X 2020-03-01,22.64
7647I73 X 2020-03-02,27.9
7647I73 X 2020-03-03,41.87
7647I73 X 2020-03-04,33.27
7647I73 X 2020-03-05,54.3
7647I73 X 2020-03-06,47.77
7647I73 X 2020-03-07,34.43
7647I73 X 2020-03-08,42.35
7647I73 X 2020-03-09,48.99
7647I73 X 2020-03-10,43.91
7647I73 X 2020-03-11,22.26
7647I73 X 2020-03-12,32.19
7647I73 X 2020-03-13,27.19
7647I73 X 2020-03-14,39.32
7647I73 X 2020-03-15,39.86
7647I73 X 2020-03-16,52.8
7647I73 X 2020-03-17,40.41
7647I73 X 2020-03-18,52.53
7647I73 X 2020-03-19,45.19
7647I73 X 2020-03-20,51.31
7647I73 X 2020-03-21,46.77
7647I73 X 2020-03-22,40.23
7647I73 X 2020-03-23,65.25
7647I73 X 2020-03-24,56.24
7647I73 X 2020-03-25,42.25
7647I73 X 2020-03-26,61.0
7647I73 X 2020-03-27,45.77
7647I73 X 2020-03-28,62.89
7647I73 X 2020-03-29,42.02
7647I73 X 2020-03-30,39.09
7647I73 X 2020-03-31,50.68
76RSX1D X 2020-01-02,84.99799999999999
76RSX1D X 2020-01-03,73.03
76RSX1D X 2020-01-04,113.07
76RSX1D X 2020-01-05,179.02
76RSX1D X 2020-01-06,81.82
76RSX1D X 2020-01-07,46.6
76RSX1D X 2020-01-08,119.89
76RSX1D X 2020-01-09,46.01
76RSX1D X 2020-01-10,43.99
76RSX1D X 2020-01-11,40.851
76RSX1D X 2020-01-12,77.26
76RSX1D X 2020-01-13,44.74
76RSX1D X 2020-01-14,83.5
76RSX1D X 2020-01-15,56.13
76RSX1D X 2020-01-16,38.86
76RSX1D X 2020-01-17,52.79
76RSX1D X 2020-01-18,43.87
76RSX1D X 2020-01-19,30.624000000000002
76RSX1D X 2020-01-20,44.95
76RSX1D X 2020-01-21,46.32
76RSX1D X 2020-01-22,34.42
76RSX1D X 2020-01-23,50.36
76RSX1D X 2020-01-24,50.6
76RSX1D X 2020-01-25,33.665
76RSX1D X 2020-01-26,34.321999999999996
76RSX1D X 2020-01-27,37.031000000000006
76RSX1D X 2020-01-28,43.288999999999994
76RSX1D X 2020-01-29,36.88
76RSX1D X 2020-01-30,54.28
76RSX1D X 2020-01-31,30.58
76RSX1D X 2020-02-01,36.83
76RSX1D X 2020-02-02,39.004
76RSX1D X 2020-02-03,48.1
76RSX1D X 2020-02-04,31.09
76RSX1D X 2020-02-05,49.54
76RSX1D X 2020-02-06,23.174
76RSX1D X 2020-02-07,22.13
76RSX1D X 2020-02-08,26.15
76RSX1D X 2020-02-09,29.247
76RSX1D X 2020-02-10,26.27
76RSX1D X 2020-02-11,24.83
76RSX1D X 2020-02-12,22.156999999999996
76RSX1D X 2020-02-13,20.555999999999997
76RSX1D X 2020-02-14,30.32
76RSX1D X 2020-02-15,22.969
76RSX1D X 2020-02-16,19.905
76RSX1D X 2020-02-17,19.78
76RSX1D X 2020-02-18,37.001
76RSX1D X 2020-02-19,28.24
76RSX1D X 2020-02-20,29.02
76RSX1D X 2020-02-21,20.85
76RSX1D X 2020-02-22,20.78
76RSX1D X 2020-02-23,27.39
76RSX1D X 2020-02-24,24.58
76RSX1D X 2020-02-25,28.24
76RSX1D X 2020-02-26,30.17
76RSX1D X 2020-02-27,23.96
76RSX1D X 2020-02-28,32.9
76RSX1D X 2020-02-29,34.09
76RSX1D X 2020-03-01,30.892
76RSX1D X 2020-03-02,41.23
76RSX1D X 2020-03-03,26.33
76RSX1D X 2020-03-04,25.9
76RSX1D X 2020-03-05,22.85
76RSX1D X 2020-03-06,26.631
76RSX1D X 2020-03-07,19.434
76RSX1D X 2020-03-08,18.77
76RSX1D X 2020-03-09,17.86
76RSX1D X 2020-03-10,24.79
76RSX1D X 2020-03-11,24.41
76RSX1D X 2020-03-12,25.401999999999997
76RSX1D X 2020-03-13,26.56
76RSX1D X 2020-03-14,24.887000000000004
76RSX1D X 2020-03-15,23.31
76RSX1D X 2020-03-16,22.77
76RSX1D X 2020-03-17,19.48
76RSX1D X 2020-03-18,33.55
76RSX1D X 2020-03-19,27.296999999999997
76RSX1D X 2020-03-20,35.71
76RSX1D X 2020-03-21,24.000999999999998
76RSX1D X 2020-03-22,38.12
76RSX1D X 2020-03-23,20.572
76RSX1D X 2020-03-24,22.03
76RSX1D X 2020-03-25,20.897
76RSX1D X 2020-03-26,21.059
76RSX1D X 2020-03-27,18.66
76RSX1D X 2020-03-28,23.006999999999998
76RSX1D X 2020-03-29,17.566000000000003
76RSX1D X 2020-03-30,24.487
76RSX1D X 2020-03-31,21.84
76RSX1D X 2020-04-01,22.206999999999997
76RSX1D X 2020-04-02,25.017000000000003
76RSX1D X 2020-04-03,19.79
76RSX1D X 2020-04-04,21.41
7G7AG28 X 2020-01-02,100.05
7G7AG28 X 2020-01-03,108.15
7G7AG28 X 2020-01-04,120.09
7G7AG28 X 2020-01-05,116.87
7G7AG28 X 2020-01-06,75.07
7G7AG28 X 2020-01-07,104.725
7G7AG28 X 2020-01-08,120.79
7G7AG28 X 2020-01-09,90.01
7G7AG28 X 2020-01-10,73.83
7G7AG28 X 2020-01-11,92.16
7G7AG28 X 2020-01-12,136.71
7G7AG28 X 2020-01-13,150.07
7G7AG28 X 2020-01-14,170.4
7G7AG28 X 2020-01-15,96.72
7G7AG28 X 2020-01-16,78.27
7G7AG28 X 2020-01-17,107.77
7G7AG28 X 2020-01-18,108.73
7G7AG28 X 2020-01-19,159.82
7G7AG28 X 2020-01-20,152.86
7G7AG28 X 2020-01-21,127.35
7G7AG28 X 2020-01-22,84.98
7G7AG28 X 2020-01-23,68.77
7G7AG28 X 2020-01-24,72.49
7G7AG28 X 2020-01-25,71.8
7G7AG28 X 2020-01-26,63.89
7G7AG28 X 2020-01-27,94.07
7G7AG28 X 2020-01-28,82.58
7G7AG28 X 2020-01-29,134.01
7G7AG28 X 2020-01-30,124.95
7G7AG28 X 2020-01-31,90.94
7G7AG28 X 2020-02-01,117.97
7G7AG28 X 2020-02-02,78.832
7G7AG28 X 2020-02-03,144.25
7G7AG28 X 2020-02-04,126.89
7G7AG28 X 2020-02-05,120.55
7G7AG28 X 2020-02-06,76.02
7G7AG28 X 2020-02-07,78.05
7G7AG28 X 2020-02-08,73.26
7G7AG28 X 2020-02-09,95.89
7G7AG28 X 2020-02-10,100.99
7G7AG28 X 2020-02-11,99.14
7G7AG28 X 2020-02-12,100.8
7G7AG28 X 2020-02-13,102.19
7G7AG28 X 2020-02-14,68.11
7G7AG28 X 2020-02-15,49.57
7G7AG28 X 2020-02-16,93.98
7G7AG28 X 2020-02-17,119.25
7G7AG28 X 2020-02-18,90.79
7G7AG28 X 2020-02-19,86.96
7G7AG28 X 2020-02-20,104.83
7G7AG28 X 2020-02-21,114.62
7G7AG28 X 2020-02-22,99.336
7G7AG28 X 2020-02-23,122.68
7G7AG28 X 2020-02-24,91.02
7G7AG28 X 2020-02-25,78.12
7G7AG28 X 2020-02-26,64.5
7G7AG28 X 2020-02-27,86.35
7G7AG28 X 2020-02-28,69.45
7G7AG28 X 2020-02-29,83.89
7G7AG28 X 2020-03-01,78.35
7G7AG28 X 2020-03-02,57.94
7G7AG28 X 2020-03-03,59.91
7G7AG28 X 2020-03-04,111.33
7G7AG28 X 2020-03-05,74.81
7G7AG28 X 2020-03-06,83.73
7G7AG28 X 2020-03-07,105.71
7G7AG28 X 2020-03-08,87.43
7G7AG28 X 2020-03-09,73.09
7G7AG28 X 2020-03-10,91.15
7G7AG28 X 2020-03-11,108.63
7G7AG28 X 2020-03-12,66.9
7G7AG28 X 2020-03-13,92.77
7G7AG28 X 2020-03-14,143.81
7G7AG28 X 2020-03-15,102.64
7G7AG28 X 2020-03-16,80.82
7G7AG28 X 2020-03-17,82.38
7G7AG28 X 2020-03-18,106.3
7G7AG28 X 2020-03-19,95.0
7G7AG28 X 2020-03-20,85.27
7G7AG28 X 2020-03-21,97.5
7G7AG28 X 2020-03-22,83.46
7G7AG28 X 2020-03-23,79.93
7G7AG28 X 2020-03-24,103.46
7G7AG28 X 2020-03-25,67.14
7G7AG28 X 2020-03-26,104.64
7G7AG28 X 2020-03-27,71.61
7G7AG28 X 2020-03-28,48.23
7G7AG28 X 2020-03-29,52.34
7G7AG28 X 2020-03-30,51.94
7G7AG28 X 2020-03-31,76.8
7G7AG28 X 2020-04-01,65.74
7G7AG28 X 2020-04-02,68.94
7G7AG28 X 2020-04-03,86.01
7G7AG28 X 2020-04-04,85.63
7N5XYRU X 2020-01-02,81.52
7N5XYRU X 2020-01-03,93.51
7N5XYRU X 2020-01-04,137.44
7N5XYRU X 2020-01-05,111.91
7N5XYRU X 2020-01-06,100.64
7N5XYRU X 2020-01-07,152.32
7N5XYRU X 2020-01-08,67.15
7N5XYRU X 2020-01-09,92.81
7N5XYRU X 2020-01-10,145.4
7N5XYRU X 2020-01-11,64.39
7N5XYRU X 2020-01-12,70.68
7N5XYRU X 2020-01-13,67.69
7N5XYRU X 2020-01-14,148.26
7N5XYRU X 2020-01-15,210.59
7N5XYRU X 2020-01-16,100.27
7N5XYRU X 2020-01-17,110.08
7N5XYRU X 2020-01-18,108.99
7N5XYRU X 2020-01-19,133.25
7N5XYRU X 2020-01-20,163.36
7N5XYRU X 2020-01-21,164.25
7N5XYRU X 2020-01-22,82.4
7N5XYRU X 2020-01-23,64.18
7N5XYRU X 2020-01-24,67.39
7N5XYRU X 2020-01-25,142.76
7N5XYRU X 2020-01-26,118.81
7N5XYRU X 2020-01-27,165.03
7N5XYRU X 2020-01-28,93.59
7N5XYRU X 2020-01-29,67.44
7N5XYRU X 2020-01-30,93.38
7N5XYRU X 2020-01-31,166.27
7N5XYRU X 2020-02-01,79.33
7N5XYRU X 2020-02-02,65.12
7N5XYRU X 2020-02-03,71.05
7N5XYRU X 2020-02-04,70.89
7N5XYRU X 2020-02-05,63.37
7N5XYRU X 2020-02-06,102.56
7N5XYRU X 2020-02-07,76.39
7N5XYRU X 2020-02-08,89.26
7N5XYRU X 2020-02-09,73.37
7N5XYRU X 2020-02-10,150.29
7N5XYRU X 2020-02-11,111.82
7N5XYRU X 2020-02-12,87.49
7N5XYRU X 2020-02-13,54.21
7N5XYRU X 2020-02-14,73.27
7N5XYRU X 2020-02-15,64.21
7N5XYRU X 2020-02-16,55.66
7N5XYRU X 2020-02-17,61.26
7N5XYRU X 2020-02-18,54.18
7N5XYRU X 2020-02-19,65.48
7N5XYRU X 2020-02-20,78.85
7N5XYRU X 2020-02-21,99.09
7N5XYRU X 2020-02-22,74.35
7N5XYRU X 2020-02-23,80.85
7N5XYRU X 2020-02-24,45.38
7N5XYRU X 2020-02-25,42.07
7N5XYRU X 2020-02-26,59.96
7N5XYRU X 2020-02-27,71.12
7N5XYRU X 2020-02-28,83.22
7N5XYRU X 2020-02-29,67.28
7N5XYRU X 2020-03-01,82.3
7N5XYRU X 2020-03-02,108.4
7N5XYRU X 2020-03-03,80.32
7N5XYRU X 2020-03-04,65.02
7N5XYRU X 2020-03-05,78.29
7N5XYRU X 2020-03-06,99.47
7N5XYRU X 2020-03-07,95.39
7N5XYRU X 2020-03-08,57.22
7N5XYRU X 2020-03-09,67.75
7N5XYRU X 2020-03-10,78.16
7N5XYRU X 2020-03-11,78.18
7N5XYRU X 2020-03-12,31.95
7N5XYRU X 2020-03-13,43.71
7N5XYRU X 2020-03-14,44.17
7N5XYRU X 2020-03-15,53.06
7N5XYRU X 2020-03-16,64.5
7N5XYRU X 2020-03-17,42.74
7N5XYRU X 2020-03-18,49.08
7N5XYRU X 2020-03-19,37.0
7N5XYRU X 2020-03-20,58.1
7N5XYRU X 2020-03-21,40.53
7N5XYRU X 2020-03-22,50.78
7N5XYRU X 2020-03-23,39.92
7N5XYRU X 2020-03-24,80.56
7N5XYRU X 2020-03-25,89.65
7N5XYRU X 2020-03-26,38.76
7N5XYRU X 2020-03-27,47.73
7N5XYRU X 2020-03-28,57.25
7N5XYRU X 2020-03-29,80.68
7N5XYRU X 2020-03-30,77.69
7N5XYRU X 2020-03-31,45.1
7N5XYRU X 2020-04-01,56.33
7N5XYRU X 2020-04-02,53.46
7N5XYRU X 2020-04-03,38.723
7N5XYRU X 2020-04-04,73.96
7SZW1UF X 2020-01-02,82.62
7SZW1UF X 2020-01-03,75.11
7SZW1UF X 2020-01-04,42.3
7SZW1UF X 2020-01-05,47.89
7SZW1UF X 2020-01-06,74.5
7SZW1UF X 2020-01-07,79.57
7SZW1UF X 2020-01-08,80.7
7SZW1UF X 2020-01-09,47.66
7SZW1UF X 2020-01-10,61.96
7SZW1UF X 2020-01-11,58.58
7SZW1UF X 2020-01-12,72.62
7SZW1UF X 2020-01-13,44.49
7SZW1UF X 2020-01-14,51.4
7SZW1UF X 2020-01-15,68.89
7SZW1UF X 2020-01-16,66.74
7SZW1UF X 2020-01-17,69.21
7SZW1UF X 2020-01-18,51.95
7SZW1UF X 2020-01-19,69.97
7SZW1UF X 2020-01-20,63.84
7SZW1UF X 2020-01-21,64.18
7SZW1UF X 2020-01-22,62.96
7SZW1UF X 2020-01-23,58.52
7SZW1UF X 2020-01-24,87.23
7SZW1UF X 2020-01-25,68.88
7SZW1UF X 2020-01-26,75.01
7SZW1UF X 2020-01-27,76.63
7SZW1UF X 2020-01-28,84.07700000000001
7SZW1UF X 2020-01-29,25.4
7SZW1UF X 2020-01-30,38.94
7SZW1UF X 2020-01-31,49.26
7SZW1UF X 2020-02-01,35.23
7SZW1UF X 2020-02-02,29.44
7SZW1UF X 2020-02-03,33.94
7SZW1UF X 2020-02-04,31.41
7SZW1UF X 2020-02-05,41.93
7SZW1UF X 2020-02-06,64.64
7SZW1UF X 2020-02-07,59.61
7SZW1UF X 2020-02-08,74.88
7SZW1UF X 2020-02-09,69.0
7SZW1UF X 2020-02-10,56.12
7SZW1UF X 2020-02-11,45.08
7SZW1UF X 2020-02-12,40.03
7SZW1UF X 2020-02-13,47.52
7SZW1UF X 2020-02-14,49.31
7SZW1UF X 2020-02-15,54.88
7SZW1UF X 2020-02-16,50.13
7SZW1UF X 2020-02-17,40.02
7SZW1UF X 2020-02-18,28.4
7SZW1UF X 2020-02-19,36.18
7SZW1UF X 2020-02-20,43.55
7SZW1UF X 2020-02-21,44.46
7SZW1UF X 2020-02-22,58.4
7SZW1UF X 2020-02-23,38.25
7SZW1UF X 2020-02-24,31.04
7SZW1UF X 2020-02-25,34.15
7SZW1UF X 2020-02-26,37.42
7SZW1UF X 2020-02-27,43.0
7SZW1UF X 2020-02-28,62.96
7SZW1UF X 2020-02-29,44.85
7SZW1UF X 2020-03-01,37.54
7SZW1UF X 2020-03-02,37.16
7SZW1UF X 2020-03-03,48.01
7SZW1UF X 2020-03-04,41.14
7SZW1UF X 2020-03-05,64.81
7SZW1UF X 2020-03-06,50.35
7SZW1UF X 2020-03-07,38.79
7SZW1UF X 2020-03-08,45.57
7SZW1UF X 2020-03-09,52.9
7SZW1UF X 2020-03-10,55.01
7SZW1UF X 2020-03-11,22.9
7SZW1UF X 2020-03-12,20.95
7SZW1UF X 2020-03-13,37.53
7SZW1UF X 2020-03-14,32.52
7SZW1UF X 2020-03-15,55.35
7SZW1UF X 2020-03-16,62.47
7SZW1UF X 2020-03-17,62.04
7SZW1UF X 2020-03-18,75.69
7SZW1UF X 2020-03-19,52.35
7SZW1UF X 2020-03-20,51.42
7SZW1UF X 2020-03-21,49.71
7SZW1UF X 2020-03-22,39.76
7SZW1UF X 2020-03-23,49.39
7SZW1UF X 2020-03-24,57.26
7SZW1UF X 2020-03-25,50.8
7SZW1UF X 2020-03-26,66.24
7SZW1UF X 2020-03-27,77.58
7SZW1UF X 2020-03-28,98.04
7SZW1UF X 2020-03-29,69.51
7SZW1UF X 2020-03-30,37.02
7SZW1UF X 2020-03-31,56.7
7SZZTH1 X 2020-01-02,45.26
7SZZTH1 X 2020-01-03,27.3
7SZZTH1 X 2020-01-04,20.77
7SZZTH1 X 2020-01-05,36.03
7SZZTH1 X 2020-01-06,38.02
7SZZTH1 X 2020-01-07,45.16
7SZZTH1 X 2020-01-08,26.09
7SZZTH1 X 2020-01-09,29.35
7SZZTH1 X 2020-01-10,24.93
7SZZTH1 X 2020-01-11,37.15
7SZZTH1 X 2020-01-12,33.44
7SZZTH1 X 2020-01-13,25.99
7SZZTH1 X 2020-01-14,50.31
7SZZTH1 X 2020-01-15,24.41
7SZZTH1 X 2020-01-16,31.74
7SZZTH1 X 2020-01-17,46.98
7SZZTH1 X 2020-01-18,31.34
7SZZTH1 X 2020-01-19,28.25
7SZZTH1 X 2020-01-20,32.24
7SZZTH1 X 2020-01-21,33.81
7SZZTH1 X 2020-01-22,33.03
7SZZTH1 X 2020-01-23,34.31
7SZZTH1 X 2020-01-24,36.94
7SZZTH1 X 2020-01-25,31.22
7SZZTH1 X 2020-01-26,30.01
7SZZTH1 X 2020-01-27,37.14
7SZZTH1 X 2020-01-28,31.99
7SZZTH1 X 2020-01-29,23.0
7SZZTH1 X 2020-01-30,27.35
7SZZTH1 X 2020-01-31,25.27
7SZZTH1 X 2020-02-01,27.83
7SZZTH1 X 2020-02-02,27.83
7SZZTH1 X 2020-02-03,21.42
7SZZTH1 X 2020-02-04,31.29
7SZZTH1 X 2020-02-05,49.9
7SZZTH1 X 2020-02-06,31.15
7SZZTH1 X 2020-02-07,43.77
7SZZTH1 X 2020-02-08,39.83
7SZZTH1 X 2020-02-09,29.55
7SZZTH1 X 2020-02-10,21.38
7SZZTH1 X 2020-02-11,24.38
7SZZTH1 X 2020-02-12,27.24
7SZZTH1 X 2020-02-13,25.3
7SZZTH1 X 2020-02-14,54.299
7SZZTH1 X 2020-02-15,35.99
7SZZTH1 X 2020-02-16,25.92
7SZZTH1 X 2020-02-17,24.48
7SZZTH1 X 2020-02-18,24.08
7SZZTH1 X 2020-02-19,24.87
7SZZTH1 X 2020-02-20,32.61
7SZZTH1 X 2020-02-21,27.57
7SZZTH1 X 2020-02-22,28.56
7SZZTH1 X 2020-02-23,26.47
7SZZTH1 X 2020-02-24,32.64
7SZZTH1 X 2020-02-25,29.08
7SZZTH1 X 2020-02-26,31.35
7SZZTH1 X 2020-02-27,33.73
7SZZTH1 X 2020-02-28,34.02
7SZZTH1 X 2020-02-29,42.55
7SZZTH1 X 2020-03-01,22.9
7SZZTH1 X 2020-03-02,28.6
7SZZTH1 X 2020-03-03,34.64
7SZZTH1 X 2020-03-04,32.28
7SZZTH1 X 2020-03-05,30.29
7SZZTH1 X 2020-03-06,44.34
7SZZTH1 X 2020-03-07,29.84
7SZZTH1 X 2020-03-08,29.77
7SZZTH1 X 2020-03-09,29.98
7SZZTH1 X 2020-03-10,28.78
7SZZTH1 X 2020-03-11,27.73
7SZZTH1 X 2020-03-12,22.59
7SZZTH1 X 2020-03-13,28.08
7SZZTH1 X 2020-03-14,34.49
7SZZTH1 X 2020-03-15,42.05
7SZZTH1 X 2020-03-16,29.36
7SZZTH1 X 2020-03-17,33.49
7SZZTH1 X 2020-03-18,30.56
7SZZTH1 X 2020-03-19,37.94
7SZZTH1 X 2020-03-20,30.48
7SZZTH1 X 2020-03-21,27.861
7SZZTH1 X 2020-03-22,32.47
7SZZTH1 X 2020-03-23,44.4
7SZZTH1 X 2020-03-24,52.578
7SZZTH1 X 2020-03-25,59.56
7SZZTH1 X 2020-03-26,55.97
7SZZTH1 X 2020-03-27,58.02
7SZZTH1 X 2020-03-28,34.75
7SZZTH1 X 2020-03-29,27.56
7SZZTH1 X 2020-03-30,33.86
7SZZTH1 X 2020-03-31,37.98
7SZZTH1 X 2020-04-01,27.41
7SZZTH1 X 2020-04-02,30.017
7SZZTH1 X 2020-04-03,35.2
7SZZTH1 X 2020-04-04,35.48
7VQXRXL X 2020-01-02,34.69
7VQXRXL X 2020-01-03,50.51
7VQXRXL X 2020-01-04,55.6
7VQXRXL X 2020-01-05,84.24
7VQXRXL X 2020-01-06,85.67
7VQXRXL X 2020-01-07,86.53
7VQXRXL X 2020-01-08,77.98
7VQXRXL X 2020-01-09,78.59
7VQXRXL X 2020-01-10,52.04
7VQXRXL X 2020-01-11,44.12
7VQXRXL X 2020-01-12,52.7
7VQXRXL X 2020-01-13,40.16
7VQXRXL X 2020-01-14,52.03
7VQXRXL X 2020-01-15,90.12
7VQXRXL X 2020-01-16,65.78
7VQXRXL X 2020-01-17,70.11
7VQXRXL X 2020-01-18,62.86
7VQXRXL X 2020-01-19,63.57
7VQXRXL X 2020-01-20,71.81
7VQXRXL X 2020-01-21,80.84
7VQXRXL X 2020-01-22,55.09
7VQXRXL X 2020-01-23,33.62
7VQXRXL X 2020-01-24,24.95
7VQXRXL X 2020-01-25,45.61
7VQXRXL X 2020-01-26,54.08
7VQXRXL X 2020-01-27,68.56
7VQXRXL X 2020-01-28,86.94
7VQXRXL X 2020-01-29,69.1
7VQXRXL X 2020-01-30,79.04
7VQXRXL X 2020-01-31,76.47
7VQXRXL X 2020-02-01,35.74
7VQXRXL X 2020-02-02,32.9
7VQXRXL X 2020-02-03,52.81
7VQXRXL X 2020-02-04,59.49
7VQXRXL X 2020-02-05,62.79
7VQXRXL X 2020-02-06,76.65
7VQXRXL X 2020-02-07,71.84
7VQXRXL X 2020-02-08,51.01
7VQXRXL X 2020-02-09,34.57
7VQXRXL X 2020-02-10,50.09
7VQXRXL X 2020-02-11,98.91
7VQXRXL X 2020-02-12,63.81
7VQXRXL X 2020-02-13,71.26
7VQXRXL X 2020-02-14,26.27
7VQXRXL X 2020-02-15,67.96
7VQXRXL X 2020-02-16,67.75
7VQXRXL X 2020-02-17,64.85
7VQXRXL X 2020-02-18,73.47
7VQXRXL X 2020-02-19,70.87
7VQXRXL X 2020-02-20,58.52
7VQXRXL X 2020-02-21,78.59
7VQXRXL X 2020-02-22,55.5
7VQXRXL X 2020-02-23,73.84
7VQXRXL X 2020-02-24,49.33
7VQXRXL X 2020-02-25,48.64
7VQXRXL X 2020-02-26,37.13
7VQXRXL X 2020-02-27,79.68
7VQXRXL X 2020-02-28,60.03
7VQXRXL X 2020-02-29,58.12
7VQXRXL X 2020-03-01,52.27
7VQXRXL X 2020-03-02,51.1
7VQXRXL X 2020-03-03,79.26
7VQXRXL X 2020-03-04,57.58
7VQXRXL X 2020-03-05,68.48
7VQXRXL X 2020-03-06,75.66
7VQXRXL X 2020-03-07,63.48
7VQXRXL X 2020-03-08,78.96
7VQXRXL X 2020-03-09,64.19
7VQXRXL X 2020-03-10,66.82
7VQXRXL X 2020-03-11,66.65
7VQXRXL X 2020-03-12,53.63
7VQXRXL X 2020-03-13,53.41
7VQXRXL X 2020-03-14,59.44
7VQXRXL X 2020-03-15,31.07
7VQXRXL X 2020-03-16,64.92
7VQXRXL X 2020-03-17,49.25
7VQXRXL X 2020-03-18,61.55
7VQXRXL X 2020-03-19,68.43
7VQXRXL X 2020-03-20,53.48
7VQXRXL X 2020-03-21,47.17
7VQXRXL X 2020-03-22,46.43
7VQXRXL X 2020-03-23,47.45
7VQXRXL X 2020-03-24,50.12
7VQXRXL X 2020-03-25,63.99
7VQXRXL X 2020-03-26,51.73
7VQXRXL X 2020-03-27,53.21
7VQXRXL X 2020-03-28,61.63
7VQXRXL X 2020-03-29,40.61
7VQXRXL X 2020-03-30,53.27
7VQXRXL X 2020-03-31,33.665
7VQXRXL X 2020-04-01,50.15
8196WE6 X 2020-01-02,29.08
8196WE6 X 2020-01-03,20.77
8196WE6 X 2020-01-04,20.33
8196WE6 X 2020-01-05,30.84
8196WE6 X 2020-01-06,22.17
8196WE6 X 2020-01-07,21.13
8196WE6 X 2020-01-08,22.58
8196WE6 X 2020-01-09,25.75
8196WE6 X 2020-01-10,40.69
8196WE6 X 2020-01-11,41.65
8196WE6 X 2020-01-12,22.17
8196WE6 X 2020-01-13,24.08
8196WE6 X 2020-01-14,21.23
8196WE6 X 2020-01-15,21.85
8196WE6 X 2020-01-16,24.68
8196WE6 X 2020-01-17,27.53
8196WE6 X 2020-01-18,31.11
8196WE6 X 2020-01-19,18.43
8196WE6 X 2020-01-20,20.62
8196WE6 X 2020-01-21,15.84
8196WE6 X 2020-01-22,20.56
8196WE6 X 2020-01-23,30.27
8196WE6 X 2020-01-24,22.19
8196WE6 X 2020-01-25,32.87
8196WE6 X 2020-01-26,35.11
8196WE6 X 2020-01-27,25.05
8196WE6 X 2020-01-28,31.37
8196WE6 X 2020-01-29,42.03
8196WE6 X 2020-01-30,36.02
8196WE6 X 2020-01-31,33.48
8196WE6 X 2020-02-01,30.33
8196WE6 X 2020-02-02,20.095
8196WE6 X 2020-02-03,17.26
8196WE6 X 2020-02-04,19.59
8196WE6 X 2020-02-05,17.61
8196WE6 X 2020-02-06,29.73
8196WE6 X 2020-02-07,27.22
8196WE6 X 2020-02-08,19.88
8196WE6 X 2020-02-09,36.97
8196WE6 X 2020-02-10,26.08
8196WE6 X 2020-02-11,21.23
8196WE6 X 2020-02-12,25.78
8196WE6 X 2020-02-13,32.29
8196WE6 X 2020-02-14,23.06
8196WE6 X 2020-02-15,26.85
8196WE6 X 2020-02-16,29.52
8196WE6 X 2020-02-17,20.25
8196WE6 X 2020-02-18,22.41
8196WE6 X 2020-02-19,24.85
8196WE6 X 2020-02-20,24.16
8196WE6 X 2020-02-21,27.41
8196WE6 X 2020-02-22,24.09
8196WE6 X 2020-02-23,13.74
8196WE6 X 2020-02-24,20.22
8196WE6 X 2020-02-25,22.45
8196WE6 X 2020-02-26,20.46
8196WE6 X 2020-02-27,20.46
8196WE6 X 2020-02-28,23.39
8196WE6 X 2020-02-29,28.51
8196WE6 X 2020-03-01,18.44
8196WE6 X 2020-03-02,22.52
8196WE6 X 2020-03-03,37.4
8196WE6 X 2020-03-04,26.81
8196WE6 X 2020-03-05,22.15
8196WE6 X 2020-03-06,15.81
8196WE6 X 2020-03-07,28.3
8196WE6 X 2020-03-08,37.44
8196WE6 X 2020-03-09,36.93
8196WE6 X 2020-03-10,34.25
8196WE6 X 2020-03-11,25.87
8196WE6 X 2020-03-12,16.86
8196WE6 X 2020-03-13,19.03
8196WE6 X 2020-03-14,16.24
8196WE6 X 2020-03-15,18.17
8196WE6 X 2020-03-16,23.06
8196WE6 X 2020-03-17,23.3
8196WE6 X 2020-03-18,27.69
8196WE6 X 2020-03-19,18.01
8196WE6 X 2020-03-20,23.27
8196WE6 X 2020-03-21,28.31
8196WE6 X 2020-03-22,25.78
